,age,number_of_time_30_59_days_past_due_not_worse,debt_ratio,monthly_income,number_of_times_90_days_late,number_real_estate_loans_or_lines,number_of_time_60_89_days_past_due_not_worse,number_of_dependents,monthly_income_max,revolving_utilization_of_unsecured_lines_impute,debt_ratio_impute,serious_dlqin_2yrs
25151,4,0,4,2,0,1,0,0,4,0,3,0
32716,10,0,1,7,0,1,0,0,9,1,1,0
41826,6,0,4,8,0,2,0,3,10,4,3,0
65493,10,0,0,1,0,0,0,0,2,1,1,0
111794,4,2,1,8,1,1,0,1,10,0,1,0
80082,9,0,5,3,0,1,0,0,5,3,4,0
10531,10,0,6,0,0,0,0,0,1,3,0,0
136227,7,0,2,3,0,1,0,0,5,3,1,0
133259,9,0,4,4,0,2,0,0,5,1,3,0
103133,10,0,3,2,0,1,0,0,4,7,2,0
32553,8,0,6,0,0,0,0,0,1,1,0,0
24271,0,0,1,5,0,1,0,1,7,4,1,0
29320,1,0,7,0,0,0,0,2,1,7,0,0
90544,1,0,1,6,0,1,0,0,8,3,1,0
146020,3,0,1,8,0,0,0,0,10,4,1,0
142914,2,2,3,2,1,1,1,0,4,1,2,1
62058,0,0,1,5,0,1,0,0,7,0,1,0
8424,7,1,3,4,0,1,0,0,6,2,2,0
79922,9,0,0,4,0,0,0,0,5,1,1,0
8187,6,0,2,7,0,2,0,1,9,1,1,0
137538,7,0,5,0,0,1,0,0,1,1,1,0
17298,1,0,0,2,0,0,0,0,4,7,0,0
86649,8,1,1,3,0,0,0,0,5,2,1,0
108101,7,0,1,5,0,0,0,1,7,7,1,1
137394,8,0,1,8,0,3,0,0,10,1,1,0
32732,9,0,5,5,0,2,0,0,7,5,4,0
58097,6,0,1,8,0,1,0,3,10,1,1,0
135104,9,0,1,4,0,1,0,0,5,1,1,0
143810,0,0,6,0,0,0,0,0,1,1,0,0
114245,1,0,3,4,0,0,0,0,6,6,2,0
40511,0,0,2,0,0,0,0,0,1,6,1,0
77360,2,0,3,7,0,2,0,1,9,5,2,0
42253,0,0,1,1,0,0,0,0,2,1,1,0
124295,9,0,7,0,0,0,0,0,1,0,0,0
87921,4,0,1,5,0,1,0,0,7,1,1,0
37157,3,0,7,0,0,3,0,1,7,3,0,0
115620,9,0,1,3,0,0,0,0,5,1,1,0
7897,4,0,5,4,0,1,0,2,5,3,4,0
22577,5,0,1,5,0,0,0,0,7,1,1,0
69455,10,0,1,1,0,1,0,0,2,0,1,0
25862,3,0,1,8,0,1,0,3,10,2,1,0
124901,9,0,1,4,0,1,0,0,6,1,1,0
117317,0,2,1,5,0,1,1,2,7,7,1,0
25536,5,2,1,1,0,0,0,1,2,7,1,1
136856,0,0,5,1,0,1,0,0,2,5,4,0
128845,0,1,1,2,0,0,1,2,3,7,1,0
54510,5,0,1,8,0,1,0,1,10,0,1,0
97116,1,0,1,8,0,2,0,1,10,0,1,0
4956,10,0,1,3,0,1,0,0,5,6,1,0
10486,2,0,1,2,0,0,0,2,4,0,1,0
69722,6,0,2,5,0,3,0,1,7,1,1,0
25622,4,0,1,5,0,0,0,0,7,2,1,0
33776,2,0,1,1,0,0,0,0,2,1,1,0
11828,7,0,1,6,0,1,0,0,8,0,1,0
42745,2,0,7,0,0,2,0,0,4,1,0,0
133463,2,0,1,3,0,0,0,0,5,1,1,0
75892,10,0,6,0,0,0,0,0,0,1,0,0
144322,2,0,1,6,0,2,0,2,8,2,1,0
44542,2,0,1,5,0,0,1,0,7,0,1,0
67663,10,0,5,0,0,0,0,0,0,0,0,0
60641,2,0,6,0,0,1,0,0,1,1,0,0
82275,4,0,1,4,0,0,0,0,6,5,1,0
98682,3,0,5,4,0,2,0,2,6,0,4,0
131708,3,0,1,2,0,0,0,2,4,1,1,0
61209,3,0,7,0,0,2,0,0,5,7,0,0
36634,1,1,1,5,0,1,0,2,7,1,1,0
40457,1,0,6,0,0,0,0,0,1,0,0,0
75818,5,0,5,1,0,2,0,3,2,4,1,0
121801,6,0,1,8,0,1,0,1,10,7,1,0
20538,8,0,3,7,0,3,0,3,9,1,2,0
135174,1,0,3,6,0,2,0,0,8,1,2,0
46153,6,1,1,6,0,1,0,0,8,0,1,0
87057,2,0,5,2,0,1,0,2,4,1,4,0
22154,2,0,3,7,0,1,0,0,9,1,2,0
43626,10,0,0,2,0,0,0,1,4,0,0,0
71345,0,0,1,1,0,0,0,0,3,6,1,0
117097,6,0,5,6,0,2,0,0,8,1,4,0
118689,2,0,5,5,0,2,0,2,7,1,4,0
15176,10,0,1,2,0,0,0,1,3,2,1,0
10921,5,0,1,6,0,0,0,0,8,1,1,0
96154,0,0,6,0,0,0,0,0,1,5,0,0
65138,4,0,3,8,0,2,0,3,10,0,2,0
4200,7,0,3,8,0,1,0,0,10,1,2,0
70357,7,0,1,1,0,0,0,0,3,0,1,0
114200,4,0,0,5,0,0,0,2,7,7,0,1
67066,4,0,7,0,0,1,0,0,1,1,0,0
48335,7,0,1,5,0,1,0,0,7,1,1,0
52410,2,0,5,1,0,3,0,2,3,1,4,0
11401,6,0,3,2,1,0,0,0,4,2,2,0
26980,8,0,1,5,0,2,0,3,7,4,1,1
82205,3,0,1,5,0,2,0,3,7,6,1,0
62105,7,0,1,6,0,2,0,0,8,1,1,0
142317,8,0,4,4,0,1,0,0,5,4,3,0
50675,7,0,4,5,0,2,0,0,7,7,3,0
22593,7,0,7,0,0,2,0,0,5,1,0,0
43661,0,1,1,0,0,0,1,0,2,1,1,1
112203,8,0,7,0,0,1,0,0,2,1,0,0
139514,9,0,6,0,0,1,0,0,1,1,0,0
84175,0,0,6,0,0,0,0,0,1,7,0,0
14395,5,0,5,3,0,2,0,2,5,0,4,0
46074,1,0,3,5,0,1,0,1,7,1,2,0
1095,4,0,5,1,0,1,0,2,2,2,4,0
56159,5,2,1,8,1,0,1,0,10,1,1,1
82223,6,1,1,0,0,0,0,0,2,1,1,0
106619,8,0,0,6,0,0,0,0,8,0,0,0
119917,9,0,6,0,0,0,0,0,0,1,0,0
37396,2,0,0,7,0,0,0,0,9,1,0,0
117661,4,1,5,7,0,2,1,2,9,5,4,0
122371,7,0,1,7,0,0,0,0,9,1,1,0
29384,5,0,1,8,0,2,0,0,10,1,1,0
107035,2,0,4,4,0,1,0,3,5,7,3,0
92341,8,0,1,8,0,3,0,0,10,0,1,0
72771,2,0,1,4,0,0,0,1,6,1,1,0
94700,6,1,5,8,0,3,0,2,10,1,1,1
51590,9,0,6,0,0,0,0,0,0,1,0,0
61541,10,0,0,0,0,0,0,0,0,0,0,0
108071,0,0,1,0,0,0,0,1,2,7,1,0
21781,7,0,1,4,0,3,0,0,5,0,1,0
9049,4,0,1,8,0,2,0,3,10,1,1,0
38179,6,0,7,0,0,0,0,1,1,1,0,0
132284,6,0,1,6,0,1,0,3,8,1,1,0
50203,1,0,3,5,0,2,0,1,7,5,2,0
28796,8,0,3,7,0,3,0,0,9,1,2,0
22715,8,0,1,2,0,0,0,0,4,1,1,0
21443,10,0,0,2,0,0,0,0,4,1,0,0
125844,3,0,5,5,0,1,0,3,7,0,4,0
110334,4,0,5,3,0,2,0,1,5,6,4,0
103558,6,0,7,0,0,3,0,0,2,0,0,0
80846,2,1,5,5,0,3,0,2,7,3,4,0
34265,6,0,1,8,0,2,0,0,10,1,1,0
28043,5,0,4,4,0,2,0,0,5,6,3,0
50028,6,0,0,7,0,0,0,0,9,0,0,0
10669,2,0,4,6,0,1,0,2,8,1,3,1
97677,7,0,3,2,0,0,0,0,4,3,2,0
8994,10,0,0,3,0,0,0,0,5,1,0,0
125016,4,0,1,5,0,0,0,0,7,1,1,0
11260,1,0,1,2,0,0,0,2,3,1,1,1
99641,10,0,1,6,0,1,0,0,8,1,1,0
127004,7,0,1,5,0,1,0,0,7,1,1,0
55480,3,1,4,8,0,3,0,3,10,1,3,0
122243,4,2,6,0,1,0,0,0,0,0,0,1
18259,7,2,3,8,1,3,0,1,10,5,2,0
73368,4,0,5,5,0,2,0,2,7,6,1,1
61705,9,0,6,0,0,0,0,0,0,1,0,0
43122,0,0,1,0,0,0,0,0,2,4,1,0
113811,4,1,5,6,0,2,0,3,8,4,4,0
144812,4,0,3,7,0,3,0,0,9,1,2,0
14210,1,0,1,6,0,1,0,0,8,1,1,0
72835,4,0,3,6,0,1,0,2,8,1,2,0
117008,4,0,5,3,0,2,0,0,5,4,1,0
105398,4,0,1,2,0,0,0,3,4,6,1,0
9901,9,0,1,4,0,0,0,0,5,4,1,0
63138,0,0,0,1,0,0,0,0,3,1,0,0
130456,8,0,0,5,0,0,0,0,7,0,0,0
92452,6,1,4,6,0,2,0,3,8,5,3,1
142437,8,0,1,2,0,1,0,1,4,1,1,0
44286,3,0,1,4,0,0,0,2,6,0,1,0
88757,7,0,7,0,0,2,0,0,2,4,0,0
60445,6,0,4,6,0,2,0,1,8,6,3,0
69586,5,0,3,5,0,1,0,0,7,3,2,0
144012,5,0,3,8,0,3,0,0,10,1,2,0
89958,3,0,7,0,0,1,0,0,2,1,0,0
95665,0,0,1,5,1,0,0,3,7,1,1,0
80765,3,1,7,0,0,2,0,1,2,7,0,0
83351,10,0,1,3,0,0,0,0,5,1,1,0
42430,4,0,1,8,0,2,0,3,10,1,1,0
92380,6,0,6,0,0,0,0,0,1,4,0,1
108300,2,1,5,3,0,1,0,2,5,5,4,0
127857,10,0,0,4,0,0,0,1,6,1,0,0
82879,3,0,5,8,0,2,0,0,10,0,4,0
69031,4,1,4,2,1,1,0,1,4,0,3,0
117747,2,1,1,7,0,0,1,0,9,2,1,0
108202,4,0,7,0,0,2,0,0,2,0,0,0
111105,4,0,7,0,0,1,0,0,5,1,0,0
83858,0,0,4,0,0,0,0,0,1,7,3,0
2214,0,2,6,0,0,0,0,1,1,7,0,0
39161,3,2,5,2,1,2,0,1,4,6,4,1
124221,10,0,2,5,0,2,0,1,7,1,1,0
134846,4,0,1,5,0,1,0,0,7,1,1,0
139188,7,0,6,0,0,0,0,0,1,3,0,0
115480,6,0,1,0,0,0,0,0,2,5,1,0
135690,4,0,7,0,0,2,0,0,7,0,0,0
106448,8,0,7,0,0,1,0,0,1,0,0,0
145942,8,0,1,7,0,1,0,0,9,1,1,0
84891,4,0,1,8,0,1,0,3,10,1,1,0
136085,0,0,4,5,0,1,0,1,7,7,3,0
88389,4,0,3,4,0,1,0,0,5,1,2,0
27393,6,0,3,6,0,2,0,0,8,0,2,0
49631,9,0,1,6,0,1,0,0,8,3,1,0
135603,4,0,1,5,0,1,1,2,7,1,1,0
37739,4,0,1,7,0,2,0,3,9,0,1,0
48092,5,0,1,4,0,0,0,1,5,5,1,0
29891,9,0,6,0,0,0,0,0,0,1,0,0
61543,9,0,0,1,0,0,0,0,2,0,0,0
104779,4,0,1,8,0,2,0,0,10,7,1,0
127040,1,0,5,1,0,2,0,0,3,7,1,0
147219,10,0,1,1,0,0,0,0,3,1,1,0
142462,5,0,0,3,0,0,0,0,5,1,0,0
49324,10,0,6,0,0,0,0,0,0,0,0,0
47743,2,1,5,3,0,2,0,2,5,7,4,1
64424,1,0,7,0,0,1,0,0,4,1,0,0
149901,10,0,0,3,0,0,0,0,5,0,0,0
38069,9,0,7,0,0,2,0,1,2,1,0,0
88272,5,0,3,4,0,0,0,3,5,5,2,0
112097,6,0,1,8,0,1,0,0,10,1,1,0
101219,6,0,1,8,0,2,0,2,10,0,1,0
137604,0,0,5,4,0,1,0,2,5,6,1,0
10327,6,0,4,8,0,3,0,0,10,1,3,0
10068,2,1,1,3,0,0,0,0,5,1,1,0
104150,4,1,4,8,1,2,1,0,10,7,3,1
78638,10,0,0,5,0,0,0,0,7,1,0,0
62450,9,0,6,0,0,0,0,0,0,0,0,0
50874,2,0,0,1,0,0,0,1,2,7,0,1
53137,10,0,0,5,0,0,0,0,7,1,1,0
7836,4,0,4,2,1,2,0,2,4,7,3,1
136776,0,0,3,5,0,0,0,0,7,6,2,0
68031,4,1,6,0,0,2,0,2,1,1,1,1
105563,9,0,0,7,0,0,0,0,9,1,0,0
125799,2,1,1,5,0,0,0,2,7,1,1,0
113578,3,2,1,5,0,1,1,0,7,7,1,0
140856,2,0,5,6,0,3,0,0,8,1,4,0
138875,1,0,4,5,0,0,0,0,7,1,3,0
108500,3,0,1,4,0,0,0,0,5,5,1,1
142280,7,0,7,0,0,2,0,0,2,2,0,0
122544,5,0,1,6,0,1,0,0,8,2,1,0
12088,8,0,7,0,0,3,0,0,2,1,0,0
45177,7,0,1,1,0,0,0,0,3,4,1,0
48535,5,0,1,8,0,1,0,1,10,0,1,0
52734,6,0,2,8,0,3,0,0,10,1,1,0
114124,5,2,5,8,1,3,0,1,10,1,4,0
92498,0,0,1,4,0,1,0,2,6,3,1,0
36460,3,0,0,5,0,0,0,0,7,0,0,0
59356,8,0,3,3,0,1,0,0,5,1,2,0
114643,4,0,4,5,0,2,0,0,7,3,3,0
46577,6,2,4,2,0,2,1,0,4,5,3,0
85499,4,2,5,2,0,1,0,0,4,2,4,0
11953,9,0,1,5,0,0,0,1,7,0,1,0
130244,2,0,5,0,0,0,0,0,1,7,1,0
18137,7,0,6,0,0,0,0,0,0,1,0,0
41771,1,0,1,8,0,3,0,0,10,1,1,0
130859,0,0,5,5,0,1,0,0,7,1,1,0
149538,6,0,0,5,0,0,0,0,7,1,1,0
114779,10,2,1,8,0,3,0,0,10,6,1,0
119815,10,0,0,4,0,0,0,0,6,1,0,0
12912,9,1,1,4,0,2,0,0,5,1,1,0
73725,3,0,3,4,0,2,0,2,6,2,2,1
69287,4,0,1,8,0,1,0,0,10,1,1,0
8616,0,0,1,2,0,0,0,1,4,7,1,0
129790,7,0,7,0,0,1,0,1,2,1,0,0
33598,1,0,3,8,0,2,0,0,10,2,2,0
145558,6,0,1,8,0,2,0,3,10,1,1,0
75579,6,2,7,0,0,2,0,0,4,7,0,0
106802,8,0,0,6,0,0,0,1,8,0,0,0
87291,4,0,7,0,0,2,0,3,5,0,0,0
127795,5,0,1,8,0,1,0,3,10,1,1,0
112000,3,0,1,1,0,0,0,2,2,1,1,0
147807,7,0,1,4,0,2,0,0,6,1,1,0
9309,6,0,6,0,0,0,0,0,1,1,0,0
128799,8,0,5,4,0,2,0,0,6,6,4,1
65708,5,0,1,5,0,0,0,0,7,1,1,0
132974,4,2,7,0,0,1,0,2,2,2,0,0
37718,1,2,1,5,0,1,1,0,7,1,1,0
81237,0,0,1,7,0,0,0,3,9,5,1,0
122578,5,0,0,6,0,0,0,0,8,0,0,0
64530,4,0,2,7,0,1,0,0,9,7,1,0
2876,6,0,4,7,0,2,0,1,9,1,3,0
97467,0,0,0,1,0,0,0,0,2,0,0,0
112302,2,0,5,4,0,1,0,1,6,3,4,0
20269,2,0,1,1,0,0,0,1,3,1,1,0
49083,7,0,7,0,0,2,0,2,5,0,0,0
11039,6,0,3,7,1,2,0,0,9,1,2,1
51380,1,0,5,4,0,1,0,1,5,7,1,0
35219,0,0,5,0,0,0,0,0,1,0,1,0
129728,7,0,1,8,0,3,0,0,10,4,1,0
68114,9,0,1,4,0,0,0,0,6,1,1,0
21271,3,0,5,2,0,1,0,1,4,1,4,0
107057,0,0,1,5,0,0,0,0,7,4,1,0
79306,10,0,0,8,0,0,0,0,10,0,0,0
48545,6,0,1,7,0,1,0,3,9,0,1,0
61122,3,0,1,5,0,0,0,0,7,1,1,0
9175,6,0,1,8,0,2,0,1,10,1,1,0
124746,3,0,3,4,0,2,0,0,5,1,2,0
112324,6,0,1,8,0,0,0,0,10,1,1,0
95661,5,0,5,1,0,2,0,0,2,1,1,0
70339,0,0,4,0,0,0,0,0,1,1,3,0
114403,8,0,1,7,0,2,0,1,9,0,1,0
16600,4,0,1,8,0,3,0,3,10,1,1,0
90746,4,0,5,6,0,3,0,2,8,1,4,0
83098,2,0,1,4,0,1,0,3,6,0,1,0
138176,0,1,2,5,0,1,0,2,7,0,1,0
74665,5,0,3,7,0,2,0,2,9,1,2,0
63417,4,0,1,5,0,1,0,2,7,1,1,0
144488,9,0,1,4,0,1,0,1,6,1,1,0
795,4,0,1,6,0,0,0,0,8,3,1,0
122789,9,0,2,8,0,3,0,0,10,1,1,0
112972,8,0,2,5,0,1,0,0,7,1,1,0
27614,4,0,1,5,0,1,0,3,7,4,1,0
92954,9,0,0,6,0,0,1,0,8,1,1,0
29093,5,0,7,0,0,2,0,0,2,3,0,0
18572,8,1,1,5,0,0,0,0,7,0,1,0
98295,4,0,1,8,0,0,0,2,10,6,1,0
11355,8,0,1,6,0,1,0,0,8,2,1,0
35622,10,0,6,0,0,0,0,0,0,0,0,0
86709,10,0,0,6,0,0,0,1,8,1,0,0
118189,0,0,0,2,1,0,0,0,3,7,0,0
9937,2,0,1,2,0,1,0,0,4,1,1,0
79520,5,0,7,0,0,1,0,0,2,0,0,0
92144,7,0,4,0,0,1,0,0,2,1,3,0
25069,2,2,3,8,0,3,0,2,10,7,2,0
141660,4,0,6,0,0,0,0,0,1,1,0,0
119131,1,0,5,1,0,1,0,2,3,1,4,1
111284,8,1,1,6,0,3,0,1,8,0,1,0
147239,0,0,1,0,0,0,0,0,1,0,1,0
85086,2,0,1,6,0,1,0,1,8,2,1,0
15692,2,0,7,0,0,1,0,0,3,7,0,0
96638,8,0,1,8,0,1,0,1,10,4,1,0
945,0,0,1,8,0,0,0,0,10,1,1,0
85813,4,0,6,0,0,0,0,3,0,3,0,0
61630,7,0,0,6,0,0,0,1,8,0,0,0
46913,1,0,1,5,0,1,0,0,7,1,1,0
72174,6,0,1,7,0,2,0,0,9,1,1,0
16680,7,1,1,6,0,0,0,1,8,2,1,0
140200,8,0,1,7,0,1,0,1,9,1,1,0
99021,4,0,3,6,0,3,0,0,8,2,2,0
42736,10,0,0,4,0,0,0,1,5,0,0,0
144548,7,0,1,4,0,0,0,1,6,5,1,0
39712,1,0,6,0,1,0,0,0,0,7,0,0
53339,2,0,1,6,0,2,0,3,8,1,1,0
139182,4,0,7,0,0,1,0,3,5,5,0,0
146314,10,0,0,5,0,0,0,0,7,1,0,0
115904,5,1,1,2,1,0,1,0,4,7,1,0
49293,8,0,1,2,0,0,0,0,4,1,1,0
91492,3,0,4,5,0,2,0,1,7,1,3,0
61695,2,0,1,4,0,0,0,2,6,3,1,0
17913,6,0,1,3,0,0,0,0,5,4,1,0
117777,2,0,2,6,0,1,0,1,8,3,1,0
23837,1,0,1,5,0,0,0,0,7,4,1,0
91210,8,0,2,7,0,2,0,0,9,6,1,0
35400,2,0,2,8,0,2,0,2,10,3,1,0
147199,0,0,3,0,0,0,0,2,1,7,2,0
126847,4,0,1,4,0,1,0,1,6,1,1,0
114105,4,0,1,4,0,1,0,0,5,0,1,0
84171,7,0,5,2,0,3,0,0,4,1,1,1
81424,2,0,1,7,0,2,0,0,9,1,1,0
143414,9,0,2,7,0,2,0,1,9,1,1,0
94191,4,2,7,0,0,1,0,2,7,6,0,0
144608,4,0,1,1,0,0,0,0,2,1,1,0
17508,0,0,1,5,0,0,0,0,7,1,1,0
129570,6,0,1,8,0,3,1,0,10,1,1,0
11183,9,0,1,7,0,1,0,0,9,1,1,0
76075,6,0,0,1,1,0,0,0,2,1,0,0
40066,2,0,0,3,1,0,0,0,5,0,0,0
50445,8,1,7,0,0,2,0,0,2,1,0,0
117046,10,0,5,0,0,0,0,0,0,0,0,0
34498,4,1,1,8,0,1,0,3,10,2,1,0
55133,7,0,7,0,0,1,0,0,1,1,0,0
141441,8,0,4,7,0,1,0,1,9,5,3,0
32541,1,0,6,0,0,1,0,2,1,1,0,0
95067,3,2,1,4,0,2,0,3,6,1,1,1
81498,8,1,1,5,0,0,0,0,7,1,1,0
45286,9,0,1,5,0,1,0,0,7,1,1,0
89647,7,0,7,0,0,3,0,0,5,1,0,0
118015,8,0,0,5,0,0,0,0,7,1,0,0
125032,7,0,1,1,0,0,0,1,2,1,1,0
81665,8,0,4,5,0,1,0,1,7,6,3,0
127327,9,0,5,6,0,3,0,0,8,5,1,0
55489,7,0,7,0,0,1,0,0,2,0,0,0
114244,4,0,3,4,0,1,0,1,5,1,2,0
28959,6,0,6,0,0,1,0,0,1,1,0,0
101133,0,0,3,5,0,1,0,0,7,5,2,0
102545,7,0,5,5,0,1,0,0,7,5,4,0
67696,2,0,3,8,0,2,0,1,10,0,2,0
94391,10,0,7,0,0,3,0,0,9,1,0,0
17838,4,0,3,8,0,2,0,2,10,1,2,0
82421,8,0,0,8,0,0,0,0,10,1,0,0
93422,2,0,0,3,0,0,0,1,5,4,0,0
118655,8,0,1,8,0,2,0,3,10,1,1,0
46161,1,0,4,6,0,2,0,0,8,1,3,0
39864,6,2,1,6,0,1,1,3,8,6,1,0
13535,10,0,1,6,0,2,0,0,8,1,1,0
52279,0,0,5,1,0,1,0,0,3,7,1,0
13209,7,0,5,2,0,1,0,1,3,6,4,0
41526,0,0,3,3,0,0,0,0,5,3,2,0
128516,6,2,0,5,0,0,0,0,7,1,0,0
94331,7,0,6,0,0,0,0,0,0,1,0,0
94134,0,0,6,0,0,0,0,0,0,1,0,0
10115,10,0,6,0,0,0,0,0,1,0,0,0
104011,3,0,2,6,0,2,0,2,8,3,1,0
101864,5,2,1,6,0,1,1,1,8,7,1,0
33236,2,0,3,8,0,2,0,2,10,1,2,0
23670,8,0,1,8,0,3,0,2,10,1,1,0
126442,4,0,7,0,0,3,0,0,7,6,0,0
129399,4,0,1,7,0,1,0,0,9,0,1,0
60409,5,0,5,0,1,0,0,0,0,1,0,0
132272,4,0,2,7,0,2,0,3,9,7,1,0
126126,4,0,1,8,0,2,0,2,10,0,1,0
90239,9,0,1,7,0,2,0,0,9,7,1,0
77055,1,0,0,7,0,0,0,0,9,7,0,0
85008,8,0,3,2,0,0,0,1,4,6,2,1
12198,9,2,1,3,0,1,0,1,5,7,1,0
21409,3,0,4,8,0,2,0,0,10,5,3,1
49425,6,0,1,3,0,0,0,1,5,7,1,0
136286,5,0,1,8,0,2,0,1,10,2,1,0
62873,3,0,7,0,0,2,0,0,4,2,0,0
123242,8,0,3,6,0,1,0,1,8,6,2,0
134131,1,1,1,1,0,0,1,0,2,7,1,0
142659,7,0,6,0,0,1,0,0,1,1,0,0
79109,3,0,7,0,0,1,0,0,2,0,0,0
93273,0,0,1,4,0,0,0,0,5,7,1,1
84427,6,0,1,5,0,0,0,3,7,3,1,0
34127,8,0,6,0,0,1,0,2,1,0,0,0
117331,3,0,1,8,0,2,0,2,10,3,1,0
22935,7,0,6,0,0,1,0,0,1,0,0,0
51220,10,0,0,3,0,0,0,0,5,0,0,0
64599,9,0,0,0,0,0,0,0,2,7,0,0
13422,4,0,4,3,0,1,0,1,5,1,3,0
133188,0,0,1,3,0,1,0,1,5,0,1,0
435,8,0,3,7,1,2,0,0,9,4,2,0
34507,2,0,1,3,0,1,0,2,5,1,1,1
36544,4,0,1,3,0,0,0,0,5,1,1,0
36589,5,0,1,8,0,1,0,0,10,1,1,0
81015,9,0,2,1,0,0,0,0,3,1,1,0
104152,2,0,1,2,0,0,0,0,4,1,1,0
49058,4,0,1,5,0,3,0,2,7,1,1,0
45104,6,0,1,8,0,3,0,0,10,1,1,0
80502,3,1,1,5,0,1,0,2,7,1,1,0
129643,2,1,4,5,0,2,0,0,7,0,3,0
52538,2,0,2,1,0,0,0,3,3,3,1,1
121466,7,0,3,4,0,1,0,0,6,1,2,0
84516,0,2,5,1,1,0,1,0,2,1,4,1
55467,2,0,0,0,0,0,0,0,0,0,0,0
91119,8,0,4,4,0,1,0,0,5,1,3,0
46865,3,0,1,1,0,1,0,0,3,1,1,0
116399,10,0,6,0,0,0,0,0,0,1,0,0
141561,0,0,1,1,1,0,0,0,2,7,1,0
143428,5,0,7,0,0,1,0,0,2,0,0,0
96833,3,1,3,8,0,2,0,1,10,5,2,0
76433,4,1,5,3,0,3,0,0,5,0,1,0
12138,4,0,7,0,0,1,0,0,2,2,0,0
139480,2,0,6,0,0,0,0,0,0,0,0,0
22156,0,0,1,1,0,0,0,0,2,1,1,0
65366,9,1,5,1,0,2,0,0,2,1,4,0
76827,3,0,3,5,0,1,0,3,7,3,2,0
26795,8,0,1,8,0,2,0,0,10,4,1,0
46756,9,0,0,2,0,0,0,0,4,1,0,0
111881,3,1,3,5,0,2,0,3,7,1,2,0
119649,2,0,3,6,0,3,0,0,8,0,3,0
79234,9,0,1,8,0,2,0,0,10,2,1,0
63661,6,1,1,5,0,0,0,0,7,6,1,0
50173,4,0,1,8,0,1,0,1,10,1,1,0
74963,1,1,3,0,0,0,0,2,1,2,2,0
62493,6,0,1,5,0,1,0,0,7,1,1,0
62685,9,0,6,0,0,0,0,0,0,1,0,0
123366,0,0,6,0,0,0,0,0,1,0,0,0
149312,1,0,4,8,0,3,0,0,10,1,3,0
22205,10,0,1,4,0,0,0,0,5,7,1,0
144309,2,2,7,0,0,2,0,0,7,1,0,0
16501,4,0,5,1,0,1,0,1,2,1,4,0
34467,2,0,1,7,0,1,0,0,9,1,1,0
76940,4,0,2,8,0,2,0,2,10,1,1,0
44320,1,2,3,5,0,1,0,3,7,1,2,0
110666,6,0,0,0,0,0,0,0,0,0,0,0
42761,7,0,3,4,0,1,0,0,5,1,2,0
94056,10,0,7,0,0,1,0,0,1,1,0,0
39677,3,1,1,3,0,0,0,1,5,6,1,0
54666,8,1,5,5,1,2,1,0,7,5,4,0
14667,0,1,3,5,0,1,0,0,7,1,2,0
138519,2,0,3,3,0,2,0,0,5,1,2,0
98283,7,1,6,0,0,0,0,0,0,1,0,0
50865,0,0,1,1,0,0,0,0,3,2,1,0
145422,6,0,7,0,0,2,0,2,5,5,0,0
102120,3,0,1,5,0,0,0,1,7,1,1,0
79760,0,0,6,0,0,0,0,0,1,5,0,0
120313,3,1,1,8,0,0,0,2,10,5,1,1
18400,4,0,1,8,0,2,0,1,10,2,1,0
81469,4,0,0,1,0,0,0,2,2,0,0,0
751,2,0,1,5,0,1,0,1,7,5,1,0
127874,5,0,7,0,0,1,0,0,2,0,0,0
89480,2,0,2,4,0,2,0,0,6,7,1,0
28741,7,1,7,0,0,1,0,3,2,2,0,0
145748,3,0,1,3,0,0,0,0,5,1,1,0
10259,4,0,1,8,0,2,0,0,10,0,1,0
46877,3,0,1,4,0,2,0,0,5,0,1,0
90619,7,0,7,0,0,1,0,0,2,1,0,0
101103,4,0,1,5,0,3,0,1,7,1,1,0
59283,3,1,5,1,0,1,0,2,2,3,4,0
122286,8,0,1,6,0,1,0,0,8,1,1,0
23847,8,0,1,4,0,0,0,0,6,1,1,0
27137,3,2,1,8,0,0,0,2,10,6,1,0
19979,3,0,1,6,0,1,0,2,8,5,1,0
123525,3,0,1,6,0,2,0,2,8,1,1,0
94060,10,0,1,4,0,0,0,0,6,0,1,0
12133,10,0,0,3,0,0,0,0,5,0,0,0
88787,3,0,5,7,0,3,0,2,9,0,4,0
60493,2,0,1,5,0,0,0,1,7,7,1,0
82293,9,0,6,0,0,0,0,0,0,0,0,0
99035,7,0,1,7,0,0,0,0,9,1,1,0
64612,5,0,3,8,0,3,0,0,10,1,2,0
29511,8,0,1,4,0,2,0,1,5,1,1,0
3715,5,0,1,8,0,1,1,0,10,1,1,0
29066,3,0,7,0,0,1,0,1,4,1,0,0
107554,4,0,1,8,0,1,0,1,10,3,1,0
52676,0,2,0,5,0,0,0,0,7,2,1,0
31038,5,0,1,0,0,0,0,0,2,4,1,0
53430,1,0,5,8,0,2,0,0,10,1,4,0
133424,8,0,4,7,0,1,0,1,9,1,3,0
25060,2,0,1,5,0,0,0,2,7,7,1,0
17852,7,0,0,2,0,0,0,0,4,1,1,0
137044,8,0,3,7,0,2,0,1,9,1,2,0
140625,6,0,1,8,0,2,0,1,10,0,1,0
6477,0,1,6,0,1,0,0,0,1,7,0,0
30276,7,0,7,0,0,1,0,0,4,7,0,0
49802,9,0,6,0,0,0,0,0,0,1,0,0
